Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version
AGI-6780,1634,MDA-MB-330,1330941,BRCA,breast,breast,3.1676379283077036,.90143955053504932,10,.07507929440241537,-.97912475143197586,GDSC2
Picolinici-acid,1635,HCC1954,749709,BRCA,breast,breast,5.1446240652560906,.98712951605094967,10,.043549514341042816,-.10598630633964357,GDSC2
Picolinici-acid,1635,HCC1143,749710,BRCA,breast,breast,5.778087899384432,.97606715461322135,10,.069741350920165854,.64867195123500487,GDSC2
Picolinici-acid,1635,HCC1187,749711,BRCA,breast,breast,5.3159861416263867,.9882620616074187,10,.063867416626220336,.098160795674361812,GDSC2
Picolinici-acid,1635,HCC1937,749714,BRCA,breast,breast,4.6694930686102127,.96081684150031743,10,.042589414739921214,-.67201945729588086,GDSC2
Picolinici-acid,1635,HCC2157,749715,BRCA,breast,breast,5.6025287690086749,.98480944592038233,10,.032159243100129735,.43952481403025145,GDSC2
Picolinici-acid,1635,HCC38,749717,BRCA,breast,breast,5.9234011186917517,.98132085096464905,10,.098508899862080682,.82178652380712558,GDSC2
Picolinici-acid,1635,T47D,905945,BRCA,breast,breast,5.3097869116216927,.98237356948889576,10,.10667152195932141,.090775527784389368,GDSC2
Picolinici-acid,1635,MCF7,905946,BRCA,breast,breast,5.596244982506108,.97103557078359082,10,.097666852210414101,.43203881227685464,GDSC2
Picolinici-acid,1635,BT-549,905951,BRCA,breast,breast,5.5124199162207352,.97001969939337895,10,.06034947204628778,.33217631807299086,GDSC2
Picolinici-acid,1635,Hs-578-T,905957,BRCA,breast,breast,5.2237118860294522,.97990940427650963,10,.07682135337712237,-.011767388376745336,GDSC2
Picolinici-acid,1635,MDA-MB-231,905960,BRCA,breast,breast,5.2573662461530315,.98796668451751979,10,.069046339771646315,.028325730444469708,GDSC2
Picolinici-acid,1635,BT-20,906801,BRCA,breast,breast,4.3786068012678303,.98505527540692073,10,.0926908669591026,-1.0185581416503857,GDSC2
Picolinici-acid,1635,COLO-824,906812,BRCA,breast,breast,5.6683297623153157,.98424787310007122,10,.062477316628848374,.51791486612185977,GDSC2
Picolinici-acid,1635,CAL-120,906826,BRCA,breast,breast,6.8586008035201855,.95630129737889247,10,.043472703122031692,1.935908793483532,GDSC2
Picolinici-acid,1635,DU-4475,906844,BRCA,breast,breast,4.0955578132910695,.99207427497219658,10,.049200024065105333,-1.3557601168329705,GDSC2
Picolinici-acid,1635,EFM-19,906851,BRCA,breast,breast,5.5581776830156597,.97969063836239023,10,.088942501272979577,.3866884696743223,GDSC2
Picolinici-acid,1635,EVSA-T,906862,BRCA,breast,breast,4.3166462482920718,.98753818171799312,10,.09815521928900442,-1.0923729996231206,GDSC2
Picolinici-acid,1635,HCC1419,907045,BRCA,breast,breast,4.4532473170380191,.98042085649008426,10,.093711168031366268,-.92963738794530271,GDSC2
Picolinici-acid,1635,HCC1569,907046,BRCA,breast,breast,4.708421479063583,.98120727611268543,10,.092577644462252792,-.62564325581420455,GDSC2
Picolinici-acid,1635,HCC70,907048,BRCA,breast,breast,4.900567620383204,.99021535758657142,10,.080705095977452443,-.39673567751893118,GDSC2
Picolinici-acid,1635,MDA-MB-361,908121,BRCA,breast,breast,5.1267473988710321,.98707973843888153,10,.096749164727204073,-.12728314000017146,GDSC2
Picolinici-acid,1635,MDA-MB-453,908122,BRCA,breast,breast,4.8654885845197517,.97419711463028336,10,.13483060283974793,-.43852604131852907,GDSC2
Picolinici-acid,1635,MDA-MB-468,908123,BRCA,breast,breast,4.8846847143107066,.98500805807944392,10,.087765637552099582,-.41565730425771086,GDSC2
Picolinici-acid,1635,MRK-nu-1,908151,BRCA,breast,breast,4.4880166075615646,.99347316333385649,10,.050732288215412424,-.88821603002403982,GDSC2
Picolinici-acid,1635,OCUB-M,909256,BRCA,breast,breast,4.5845549202371192,.98866899246406892,10,.061282310529039104,-.77320798866809026,GDSC2
